Property Name,Tax Parcel,Property Type,Address,Gross Area (sq ft),Property Uses,Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Onsite Renewable (kWh),ENERGY STAR Score
,603455000,CONDO MAIN,653 659 E SECOND ST,,,,,,,,,,,,
,500697000,CONDO MAIN,9 APPLETON ST,31028,,,,,,,,,,,
,602867010,CONDO MAIN,392 -412 W FIRST ST,56919,,,,,,,,,,,
,303575000,CONDO MAIN,144 126 COMMERCIAL ST,31325,,,,,,,,,,,
,601111000,CONDO MAIN,309 E ST,,,,,,,,,,,,
,600223000,CONDO MAIN,2 W SIXTH ST,,,,,,,,,,,,
,600007010,CONDO MAIN,9 W BROADWAY  ,343698,,,,,,,,,,,
,304466000,CONDO MAIN,40 44 HARRISON AV,31614,,,,,,,,,,,
,503585000,CONDO MAIN,333 COMMONWEALTH AV,37273,,,,,,,,,,,
,502641000,CONDO MAIN,280 BEACON ST,39545,,,,,,,,,,,
,502566000,CONDO MAIN,100 BEACON ST,39384,,,,,,,,,,,
,502282002,CONDO MAIN,20 26 CHARLES ST,38194,,,,,,,,,,,
,501382000,CONDO MAIN,180 COMMONWEALTH AV,39149,,,,,,,,,,,
,501260000,CONDO MAIN,90 COMMONWEALTH AV,39822,,,,,,,,,,,
,501226000,CONDO MAIN,2 COMMONWEALTH AV,,,,,,,,,,,,
,400945000,CONDO MAIN,25 7 FOLLEN ST,33613,,,,,,,,,,,
,2205284000,CONDO MAIN,2031 2309 COMMONWEALTH AV,34413,,,,,,,,,,,
,305346000,CONDO MAIN,121 123 BEACH ST,40459,,,,,,,,,,,
,305344100,CONDO MAIN,109 119 BEACH ST,59852,,,,,,,,,,,
,305336000,CONDO MAIN,210 216 LINCOLN ST,53718,,,,,,,,,,,
,305263000,CONDO MAIN,74 68 HARRISON AV,68043,,,,,,,,,,,
,304650000,CONDO MAIN,40 62 FRANKLIN ST,57216,,,,,,,,,,,
,304310000,CONDO MAIN,717 719 ATLANTIC AV,40218,,,,,,,,,,,
,303547000,CONDO MAIN,45 63 ATLANTIC AV,53990,,,,,,,,,,,
,302303010,CONDO MAIN,21 N BENNET ST,37009,,,,,,,,,,,
,2010803000,CONDO MAIN,5269 A-529 WASHINGTON ST,35856,,,,,,,,,,,
,300069000,CONDO MAIN,28 -32 DERNE ST,,,,,,,,,,,,
,203511200,CONDO MAIN,38 THIRD AV,36410,,,,,,,,,,,
,104128000,CONDO MAIN,320 MAVERICK ST,,,,,,,,,,,,
,503916000,CONDO MAIN,466 464 COMMONWEALTH AV,72990,,,,,,,,,,,
,400206000,CONDO MAIN,2 CLARENDON ST,47829,,,,,,,,,,,
,2201907000,CONDO MAIN,15 GUEST ST,126538,,,,,,,,,,,
,2201906010,CONDO MAIN,20 GUEST ST,218104,,,,,,,,,,,
,2102476000,CONDO MAIN,1933 COMMONWEALTH AV,54305,,,,,,,,,,,
,602833000,CONDO MAIN,437 D ST,60841,,,,,,,,,,,
,304665000,CONDO MAIN,181 185 DEVONSHIRE ST,58542,,,,,,,,,,,
,502598000,CONDO MAIN,180 BEACON ST,148385,,,,,,,,,,,
,304870020,CONDO MAIN,43147 AVERY ST,309635,,,,,,,,,,,
,2101543000,CONDO MAIN,1258 1254 COMMONWEALTH AV,36911,,,,,,,,,,,
,504150000,CONDO MAIN,645 635 BEACON ST,49363,,,,,,,,,,,
,901335050,CONDO MAIN,951 961 TREMONT ST,49924,,,,,,,,,,,
,2102529000,CONDO MAIN,32 24 SIDLAW RD,30296,,,,,,,,,,,
,602669005,CONDO MAIN,15 33 SLEEPER ST / 33 Sleeper St ,103850,,,,,,,,,,,
,503807000,CONDO MAIN,425 NEWBURY ST,108000,,,,,,,,,,,
,1807263000,CONDO MAIN,1 -102 VICTORIA HEIGHTS RD,163834,,,,,,,,,,,
,2203713000,CONDO MAIN,121 TREMONT ST,66934,,,,,,,,,,,
,2204946000,CONDO MAIN,99 111 CHESTNUT HILL AV,50390,,,,,,,,,,,
,2101539000,CONDO MAIN,59 BRAINERD RD,55142,,,,,,,,,,,
,2007011200,CONDO MAIN,48 22 BRYON RD,111490,,,,,,,,,,,
,602680150,CONDO MAIN,225 NORTHERN  AV,,,,,,,,,,,,
,502442001,CONDO MAIN,145 PINCKNEY ST,130435,,,,,,,,,,,
,2101986000,CONDO MAIN,41 67 COLBORNE RD,72690,,,,,,,,,,,
,2012245000,CONDO MAIN,5050 WASHINGTON ST,46620,,,,,,,,,,,
,2007012000,CONDO MAIN,46 20 WESTGATE RD,90110,,,,,,,,,,,
,504253000,CONDO MAIN,63 69 PARK DR,25835,,,,,,,,,,,
,602655010,CONDO MAIN,346 - 354 CONGRESS ST,105821,,,,,,,,,,,
,600685010,CONDO MAIN,118 -130 TUDOR ST,50122,,,,,,,,,,,
,504283000,CONDO MAIN,62 66 QUEENSBERRY ST,41842,,,,,,,,,,,
,503644000,CONDO MAIN,483 479 BEACON ST,48438,,,,,,,,,,,
,503289000,CONDO MAIN,324 332 BEACON ST,107922,,,,,,,,,,,
,503015000,CONDO MAIN,90 82 MASSACHUSETTS AV,,,,,,,,,,,,
,501312000,CONDO MAIN,265 275 DARTMOUTH ST,,,,,,,,,,,,
,203690000,CONDO MAIN,88 58 MAIN ST,72375,,,,,,,,,,,
,801401510,CONDO MAIN,21 FR FRANCIS GILDAY ST,69197,,,,,,,,,,,
,602753010,CONDO MAIN,21 WORMWOOD ST,137772,,,,,,,,,,,
,304842000,CONDO MAIN,168 170A TREMONT ST,79947,,,,,,,,,,,
,300660016,CONDO MAIN,161 - 209 CAMBRIDGE ST,270912,,,,,,,,,,,
,300660010,CONDO MAIN,161 209 CAMBRIDGE  ST,354594,,,,,,,,,,,
,305560010,CONDO MAIN,821 831 WASHINGTON ST,168584,,,,,,,,,,,
,2101515000,CONDO MAIN,85 BRAINERD RD,95125,,,,,,,,,,,
,400554010,CONDO MAIN,301 - 319 COLUMBUS AV,102206,,,,,,,,,,,
,1000308000,CONDO MAIN,386 378 RIVERWAY ST,49308,,,,,,,,,,,
,503934020,CONDO MAIN,498 -528 COMMONWEALTH AV,189962,,,,,,,,,,,
,401147000,CONDO MAIN,219 223 COLUMBUS AV,53286,,,,,,,,,,,
,2102180000,CONDO MAIN,132 116 SUTHERLAND RD,79883,,,,,,,,,,,
,2011354000,CONDO MAIN,95 99 GROVE ST,49515,,,,,,,,,,,
,2205124000,CONDO MAIN,185 189 CHESTNUT HILL AV,19016,,,,,,,,,,,
,900860010,CONDO MAIN,1721 WASHINGTON ST,56779,,,,,,,,,,,
,501607000,CONDO MAIN,37 BEACON ST,30295,,,,,,,,,,,
,604434000,CONDO MAIN,125 145 FARRAGUT RD,42552,,,,,,,,,,,
,601728000,CONDO MAIN,314 330 W SECOND ST,38178,,,,,,,,,,,
,501380000,CONDO MAIN,190 184 COMMONWEALTH AV,39149,,,,,,,,,,,
,304782010,CONDO MAIN,449 463 WASHINGTON ST,,,,,,,,,,,,
,1801543000,CONDO MAIN,25 ALPINE ST,35294,,,,,,,,,,,
,2102330000,CONDO MAIN,8 4 CHISWICK RD,35320,,,,,,,,,,,
,2102215000,CONDO MAIN,1734 1714 COMMONWEALTH AV,35746,,,,,,,,,,,
,401037920,CONDO MAIN,778 BOYLSTON ST,,,,,,,,,,,,
,303822110,CONDO MAIN,3 MCKINLEY SQ,47856,,,,,,,,,,,
,2101916000,CONDO MAIN,1607 COMMONWEALTH AV,21398,,,,,,,,,,,
,2100921000,CONDO MAIN,28 QUINT AV,22030,,,,,,,,,,,
,504245000,CONDO MAIN,31 35 QUEENSBERRY ST,24361,,,,,,,,,,,
,504290000,CONDO MAIN,107 111 JERSEY ST,24615,,,,,,,,,,,
,2102405000,CONDO MAIN,46 36 ORKNEY RD,29528,,,,,,,,,,,
,503692000,CONDO MAIN,490 492 BEACON ST,52060,,,,,,,,,,,
,503228000,CONDO MAIN,201 NEWBURY ST,,,,,,,,,,,,
,501278000,CONDO MAIN,52 COMMONWEALTH AV,45500,,,,,,,,,,,
,2102366000,CONDO MAIN,52 48 STRATHMORE RD,33793,,,,,,,,,,,
,2101707100,CONDO MAIN,300 ALLSTON ST,90629,,,,,,,,,,,
,1605381000,CONDO MAIN,135 GRANITE AV,25278,,,,,,,,,,,
,602643020,CONDO MAIN,101 SEAPORT BL,455178,,,,,,,,,,,
,2101749000,CONDO MAIN,301 ALLSTON ST,41326,,,,,,,,,,,
,1102178000,CONDO MAIN,65 CORNWALL ST,,,,,,,,,,,,
,801374000,CONDO MAIN,10 ST GEORGE ST,11103,,,,,,,,,,,
,600053010,CONDO MAIN,45 -55 W BROADWAY  ,46649,,,,,,,,,,,
,2102352000,CONDO MAIN,6 2 SUTHERLAND RD,80322,,,,,,,,,,,
,2101770000,CONDO MAIN,1488 1476 COMMONWEALTH AV,43598,,,,,,,,,,,
,2101414000,CONDO MAIN,1408 1394 COMMONWEALTH AV,44464,,,,,,,,,,,
,2010343000,CONDO MAIN,5 17 CASS ST,48276,,,,,,,,,,,
,2200650000,CONDO MAIN,26 WAVERLY ST,27035,,,,,,,,,,,
,503187000,CONDO MAIN,282 274 COMMONWEALTH AV,30816,,,,,,,,,,,
,1001783000,CONDO MAIN,238 246 S HUNTINGTON AV,32325,,,,,,,,,,,
,900400050,CONDO MAIN,1595 1631 WASHINGTON ST,68972,,,,,,,,,,,
,900956000,CONDO MAIN,255 265 NORTHAMPTON ST,56743,,,,,,,,,,,
,500810000,CONDO MAIN,20 -54 PARK PZ,1072378,,,,,,,,,,,
,304242000,CONDO MAIN,88 100 KINGSTON ST,43123,,,,,,,,,,,
,1701640000,CONDO MAIN,245 265 NORFOLK ST,58721,,,,,,,,,,,
,2102013000,CONDO MAIN,1666 1662 COMMONWEALTH AV,44593,,,,,,,,,,,
,2003590000,CONDO MAIN,200 -232 ALLANDALE ST,284322,,,,,,,,,,,
,502633000,CONDO MAIN,250 BEACON ST,40672,,,,,,,,,,,
,2102168001,ELDERLY HOME,50 SUTHERLAND RD,105000,,,,,,,,,,,
,1501522000,ELDERLY HOME,    DITSON ST,30325,,,,,,,,,,,
,701435000,ELDERLY HOME,1380 COLUMBIA RD,26628,,,,,,,,,,,
,2101707700,ELDERLY HOME,180 COREY RD,79313,,,,,,,,,,,
,202974000,ELDERLY HOME,100 FERRIN ST,44436,,,,,,,,,,,
,1404238300,EXEMPT 121A PROPERTY,33543 FERMOY HEIGHTS AV,11485,,,,,,,,,,,
,304483000,EXEMPT 121A PROPERTY,13 17 OXFORD ST,20800,,,,,,,,,,,
,1000300000,EXEMPT 121A PROPERTY,873 HUNTINGTON AV,38750,,,,,,,,,,,
,202164100,EXEMPT 121A PROPERTY,    STREET A  ,104000,,,,,,,,,,,
,1201345000,EXEMPT 121A PROPERTY,16 AKRON ST,63625,,,,,,,,,,,
,401507000,EXEMPT 121A PROPERTY,76 78 WESTLAND AV,24192,,,,,,,,,,,
,602679010,EXEMPT 121A PROPERTY,1 SEAPORT LA,335000,,,,,,,,,,,
,1102158000,FOOD PROCESS PLANT,6 22 BISMARCK ST,68803,,,,,,,,,,,
,801021004,FOOD PROCESS PLANT,155 SOUTHAMPTON ST,59189,,,,,,,,,,,
,306570000,FOOD PROCESS PLANT,370 - 380 HARRISON AV,57989,,,,,,,,,,,
,2101540000,HEALTH CLUB,16 12 GRIGGS ST,47880,,,,,,,,,,,
,300600000,HOSPITAL,51 BLOSSOM ST,274890,,,,,,,,,,,
,300370000,HOSPITAL,255 265 CHARLES ST,583000,,,,,,,,,,,
,1000247010,HOSPITAL,70 FRANCIS  ST,323816,,,,,,,,,,,
,1000240000,HOSPITAL,80 FRANCIS ST,243388,,,,,,,,,,,
,801066055,HOSPITAL,710 ALBANY ST,257232,,,,,,,,,,,
,401896000,HOSPITAL,27515 FRANCIS ST,280084,,,,,,,,,,,
,401895002,HOSPITAL,20 SHATTUCK ST,49608,,,,,,,,,,,
,401845000,HOSPITAL,221 LONGWOOD AV,235650,,,,,,,,,,,
,301927600,HOSPITAL,125 NASHUA ST,193585,,,,,,,,,,,
,300445000,HOSPITAL,32 239 FRUIT ST,931991,,,,,,,,,,,
,300381001,HOSPITAL,243 245 CHARLES ST,356628,,,,,,,,,,,
,203510451,HOSPITAL,    THIRTEENTH ST,704270,,,,,,,,,,,
,203510155,HOSPITAL,75 THIRTEENTH ST,40500,,,,,,,,,,,
,1902598000,HOSPITAL,30 WHITCOMB AV,437221,,,,,,,,,,,
,1001212000,HOSPITAL,91 109 PARKER HILL AV,65680,,,,,,,,,,,
,1001213001,HOSPITAL,125 PARKER HILL AV,29144,,,,,,,,,,,
,801298000,HOSPITAL,    E NEWTON ST,348021,,,,,,,,,,,
,401895000,HOSPITAL,29 31 BLACKFAN ST,288264,,,,,,,,,,,
,401894000,HOSPITAL,17 25 BLACKFAN ST,329638,,,,,,,,,,,
,401886000,HOSPITAL,320 LONGWOOD AV,375539,,,,,,,,,,,
,401870000,HOSPITAL,300 LONGWOOD AV,180426,,,,,,,,,,,
,401853100,HOSPITAL,  BLACKFAN  CI,408309,,,,,,,,,,,
,300427000,HOSPITAL,36 38 N GROVE ST,217920,,,,,,,,,,,
,300418001,HOSPITAL,261 CAMBRIDGE ST,164400,,,,,,,,,,,
,300371000,HOSPITAL,275 CHARLES ST,97106,,,,,,,,,,,
,2100473000,HOSPITAL,1055 COMMONWEALTH AV,63840,,,,,,,,,,,
,2101838000,HOSPITAL,55 77 WARREN ST,4240,,,,,,,,,,,
,203517850,HOSPITAL,  SIXTEENTH ST,495368,,,,,,,,,,,
,1900926000,HOSPITAL,49 ROBINWOOD AV,57005,,,,,,,,,,,
,1301403000,HOSPITAL,    JEROME ST ,213980,,,,,,,,,,,
,401988000,HOSPITAL,415 435 BROOKLINE AV,182472,,,,,,,,,,,
,100522000,HOTEL/LODGING,415 WM F MCCLELLAN HW,102558,,,,,,,,,,,
,401087000,HOTEL/LODGING,205 DARTMOUTH ST,334522,,,,,,,,,,,
,401038000,HOTEL/LODGING,704 712 BOYLSTON ST,142776,,,,,,,,,,,
,402304000,HOTEL/LODGING,220 200 HUNTINGTON AV,98468,,,,,,,,,,,
,400905000,HOTEL/LODGING,120 HUNTINGTON AV,278368,,,,,,,,,,,
,304664000,HOTEL/LODGING,159 175 DEVONSHIRE ST,79304,,,,,,,,,,,
,401056000,HOTEL/LODGING,47 51 HUNTINGTON AV,84816,,,,,,,,,,,
,501195000,HOTEL/LODGING,15 ARLINGTON ST,183666,,,,,,,,,,,
,203591000,HOTEL/LODGING,44 CHARLES RIVER AV,116774,,,,,,,,,,,
,302805000,HOTEL/LODGING,15 15A BEACON ST,45320,,,,,,,,,,,
,100549001,HOTEL/LODGING,225 WM F MCCLELLAN HW,115045,,,,,,,,,,,
,2100072000,HOTEL/LODGING,121 BROOKLINE AV,132500,,,,,,,,,,,
,304810010,HOTEL/LODGING,59 65 TEMPLE PL,135695,,,,,,,,,,,
,800900050,HOTEL/LODGING,811 MASSACHUSETTS AV,221760,,,,,,,,,,,
,1902878000,INDUSTRIAL LOFT,22 18 ARBORETUM RD,42888,,,,,,,,,,,
,306602000,INDUSTRIAL LOFT,240 242 E BERKELEY ST,62926,,,,,,,,,,,
,601948000,INDUSTRIAL LOFT,417 423C W BROADWAY  ,59915,,,,,,,,,,,
,1101201000,INDUSTRIAL LOFT,55 73 AMORY ST,81976,,,,,,,,,,,
,1000319020,LABORATORY,60 FENWOOD RD,1057000,,,,,,,,,,,
,800505000,LIGHT MFG / R & D,169 171 NORFOLK AV,57644,,,,,,,,,,,
,2203428000,LIGHT MFG / R & D,145 NEWTON ST,115988,,,,,,,,,,,
,2009228010,LIGHT MFG / R & D,225 RIVERMOOR ST,125072,,,,,,,,,,,
,602750030,LIGHT MFG / R & D,5 CHANNEL CENTER ST,52500,,,,,,,,,,,
,202162085,LIGHT MFG / R & D,440 458 RUTHERFORD AV,53525,,,,,,,,,,,
,1801122010,MEDICAL CLINIC,1563 - 158 BLUE HILL AV,62967,,,,,,,,,,,
,1500507000,MEDICAL CLINIC,1345 1353 DORCHESTER AV,89000,,,,,,,,,,,
,2200572000,MEDICAL OFFICE,495 WESTERN AV,47362,,,,,,,,,,,
,304027000,MEDICAL OFFICE,147 149 MILK ST,56793,,,,,,,,,,,
,301652000,MOTEL,101 111 CAUSEWAY ST,54054,,,,,,,,,,,
,2009158010,NURSING HOME,1190 VFW  PW,44064,,,,,,,,,,,
,2101707500,NURSING HOME,170 COREY RD,36921,,,,,,,,,,,
,303465000,NURSING HOME,70 FULTON ST,62526,,,,,,,,,,,
,1801130000,OFFICE,1595 1609 BLUE HILL AV,60968,,,,,,,,,,,
,504335000,OFFICE 1-2 STORY,88 78 BROOKLINE AV,38826,,,,,,,,,,,
,504230000,OFFICE 1-2 STORY,1252 1268 BOYLSTON ST,65646,,,,,,,,,,,
,2201872000,OFFICE 1-2 STORY,42 38 EVERETT ST,50592,,,,,,,,,,,
,1303404000,OFFICE 1-2 STORY,40 WM T MORRISSEY BL,110136,,,,,,,,,,,
,1303403000,OFFICE 1-2 STORY,50 WM T MORRISSEY BL,119988,,,,,,,,,,,
,2009180050,OFFICE 1-2 STORY,VFW PW,17276,,,,,,,,,,,
,1600007000,OFFICE 1-2 STORY,256 FREEPORT ST,49543,,,,,,,,,,,
,2009180010,OFFICE 3-9 STORY,    VFW PW,37680,,,,,,,,,,,
,1602617005,OFFICE 3-9 STORY,12 ERICSSON ST,40712,,,,,,,,,,,
,501134000,OFFICE 3-9 STORY,172 COLUMBUS AV,40200,,,,,,,,,,,
,305360000,OFFICE 3-9 STORY,190 184 SOUTH ST,42259,,,,,,,,,,,
,301609000,OFFICE 3-9 STORY,118 112 CANAL ST,64960,,,,,,,,,,,
,301466000,OFFICE 3-9 STORY,119 127 N WASHINGTON ST,48400,,,,,,,,,,,
,603610000,OFFICE 3-9 STORY,836 844 SUMMER ST,62696,,,,,,,,,,,
,302623000,OFFICE 3-9 STORY,40 HAWKINS ST,98736,,,,,,,,,,,
,401084010,OFFICE 3-9 STORY,430 STUART ST,90692,,,,,,,,,,,
,501339000,OFFICE 3-9 STORY,137 141A NEWBURY ST,52917,,,,,,,,,,,
,401132000,OFFICE 3-9 STORY,372 378 STUART ST,149420,,,,,,,,,,,
,503757000,OFFICE 3-9 STORY,43423 DEERFIELD ST,70150,,,,,,,,,,,
,500706000,OFFICE 3-9 STORY,21 25 CHANDLER ST,114900,,,,,,,,,,,
,2100073000,OFFICE 3-9 STORY,21 - 27 BURLINGTON AV,332676,,,,,,,,,,,
,401128010,OFFICE 3-9 STORY,131 CLARENDON ST,70346,,,,,,,,,,,
,304760000,OFFICE 3-9 STORY,44 40 BROMFIELD ST,47130,,,,,,,,,,,
,301680000,OFFICE 3-9 STORY,151 MERRIMAC ST,47040,,,,,,,,,,,
,504176001,OFFICE 3-9 STORY,2 CHARLESGATE WEST  ,46128,,,,,,,,,,,
,500693000,OFFICE 3-9 STORY,439 441 TREMONT ST,40223,,,,,,,,,,,
,500027000,OFFICE 3-9 STORY,162 BOYLSTON ST,45052,,,,,,,,,,,
,302897000,OFFICE 3-9 STORY,38 66 CORNHILL ST,48890,,,,,,,,,,,
,301611000,OFFICE 3-9 STORY,155 FRIEND ST,49336,,,,,,,,,,,
,1602418001,OFFICE 3-9 STORY,50 REDFIELD ST,43380,,,,,,,,,,,
,900728000,OFFICE 3-9 STORY,569 575 COLUMBUS AV/434 Mass Ave,58120,,,,,,,,,,,
,401698000,OFFICE 3-9 STORY,38 -48 GAINSBOROUGH ST,68415,,,,,,,,,,,
,1303405000,OFFICE 3-9 STORY,2 WM T MORRISSEY BL,212076,,,,,,,,,,,
,301665000,OFFICE 3-9 STORY,142 138 PORTLAND ST,35784,,,,,,,,,,,
,501203000,OFFICE 3-9 STORY,39 47 NEWBURY ST,41574,,,,,,,,,,,
,301610000,OFFICE 3-9 STORY,54 48 CANAL ST,50550,,,,,,,,,,,
,303828000,OFFICE 3-9 STORY,118 MILK ST,40887,,,,,,,,,,,
,602839010,Office Bldg,391 - 403 D ST,,,,,,,,,,,,
,602654001,OFFICE BUILDING,47 55 THOMSON PL,,,,,,,,,,,,
,501234000,OFFICE BUILDING,419 BOYLSTON ST,49509,,,,,,,,,,,
,501164000,OFFICE BUILDING,372 378 BOYLSTON ST,42280,,,,,,,,,,,
,203615010,OFFICE BUILDING,20 CITY SQ,64000,,,,,,,,,,,
,203570020,OFFICE BUILDING,    CHELSEA ST/100 City Square ,215000,,,,,,,,,,,
,303909000,OFFICE BUILDING,105 111 DEVONSHIRE ST,72114,,,,,,,,,,,
,303887000,OFFICE BUILDING,19 21 CONGRESS ST,40708,,,,,,,,,,,
,303874000,OFFICE BUILDING,50 48 CONGRESS ST,187887,,,,,,,,,,,
,304198000,OFFICE BUILDING,220 DEVONSHIRE ST,288474,,,,,,,,,,,
,401150010,OFFICE BUILDING,177 HUNTINGTON  AV,254800,,,,,,,,,,,
,303751000,OFFICE BUILDING,148 STATE ST,67896,,,,,,,,,,,
,302890000,OFFICE BUILDING,1 WASHINGTON MA,176088,,,,,,,,,,,
,602670000,OFFICE BUILDING,51 SLEEPER ST,167625,,,,,,,,,,,
,601164005,OFFICE BUILDING,29 - 37 MELCHER ST,61656,,,,,,,,,,,
,401115000,OFFICE BUILDING,90 ST JAMES ST,696985,,,,,,,,,,,
,304618000,OFFICE BUILDING,18 36 OTIS ST,112488,,,,,,,,,,,
,602672052,OFFICE BUILDING,200 SEAPORT BL,819416,,,,,,,,,,,
,601163025,OFFICE BUILDING,19 -27 MELCHER ST,61523,,,,,,,,,,,
,601163015,OFFICE BUILDING,43421 MELCHER ST,61873,,,,,,,,,,,
,601163005,OFFICE BUILDING,253 SUMMER ST,66962,,,,,,,,,,,
,602701001,OFFICE BUILDING,256 260 SUMMER ST,56304,,,,,,,,,,,
,304379000,OFFICE BUILDING,265 PURCHASE ST,85527,,,,,,,,,,,
,401013010,OFFICE BUILDING,116 HUNTINGTON AV,285978,,,,,,,,,,,
,401116000,OFFICE BUILDING,401 STUART ST,514213,,,,,,,,,,,
,602669000,OFFICE BUILDING,320 324 CONGRESS ST,54299,,,,,,,,,,,
,2201905100,OFFICE BUILDING,80 GUEST ST,416359,,,,,,,,,,,
,402245042,OFFICE CONDO,316 HUNTINGTON AV,58391,,,,,,,,,,,
,1000240010,OFFICE/ADMINISTR BLDG,    FRANCIS ST,65962,,,,,,,,,,,
,402128010,OFFICE/ADMINISTR BLDG,105 -157 FORSYTH ST,65340,,,,,,,,,,,
,203627000,OFFICE/ADMINISTR BLDG,2 -12 PARK ST,44016,,,,,,,,,,,
,2102094000,OFFICE/INDUSTRIAL USE,1686 COMMONWEALTH AV,43662,,,,,,,,,,,
,1812984000,OFFICE/INDUSTRIAL USE,101 SPRAGUE ST,76000,,,,,,,,,,,
,1809452001,OLD MANUFACTURING,1725 HYDE PARK AV,46700,,,,,,,,,,,
,1001281000,OLD MANUFACTURING,127 123 HEATH ST,53510,,,,,,,,,,,
,601261000,OLD MANUFACTURING,206 W SECOND ST,44000,,,,,,,,,,,
,700253000,OLD MANUFACTURING,48 38 DAMRELL ST,49906,,,,,,,,,,,
,1809452000,OLD MANUFACTURING,1715 HYDE PARK AV,75000,,,,,,,,,,,
,2101375100,OTHER EXEMPT BLDG,    N BEACON ST,79316,,,,,,,,,,,
,2101101001,OTHER EXEMPT BLDG,    ALLSTON ST,72924,,,,,,,,,,,
,2003409000,OTHER EXEMPT BLDG,2092 CENTRE ST,39250,,,,,,,,,,,
,2000244000,OTHER EXEMPT BLDG,2 8 ROBERT ST,52042,,,,,,,,,,,
,1702026000,OTHER EXEMPT BLDG,31 37 STANTON ST,60996,,,,,,,,,,,
,1604518000,OTHER EXEMPT BLDG,    GALLIVAN BL,64646,,,,,,,,,,,
,1400750000,OTHER EXEMPT BLDG,30 WASHINGTON ST,42530,,,,,,,,,,,
,1202368000,OTHER EXEMPT BLDG,218 SEAVER ST,38328,,,,,,,,,,,
,1100916000,OTHER EXEMPT BLDG,41 55 DIMOCK ST,66276,,,,,,,,,,,
,800210000,OTHER EXEMPT BLDG,506 510 DUDLEY ST,74474,,,,,,,,,,,
,602109000,OTHER EXEMPT BLDG,    I ST,63078,,,,,,,,,,,
,601165040,OTHER EXEMPT BLDG,15 NECCO ST,352500,,,,,,,,,,,
,400985000,OTHER EXEMPT BLDG,    HARCOURT ST,,,,,,,,,,,,
,900760000,OTHER EXEMPT BLDG,    MASSACHUSETTS AV,36660,,,,,,,,,,,
,1704221000,OTHER EXEMPT BLDG,2221 DORCHESTER AV,36834,,,,,,,,,,,
,2003472000,OTHER EXEMPT BLDG,30 40 ST THERESA AV,84180,,,,,,,,,,,
,300624000,OTHER EXEMPT BLDG,20 STANIFORD ST,83556,,,,,,,,,,,
,304702001,OTHER EXEMPT BLDG,88 78 TREMONT ST,99689,,,,,,,,,,,
,402262000,OTHER EXEMPT BLDG,238 262 ST BOTOLPH ST,106195,,,,,,,,,,,
,203511300,OTHER EXEMPT BLDG,150 THIRD AV,123666,,,,,,,,,,,
,801111000,OTHER EXEMPT BLDG,    WASHINGTON ST,80974,,,,,,,,,,,
,1002474000,OTHER EXEMPT BLDG,31 HEATH ST,42509,,,,,,,,,,,
,2102533000,OTHER EXEMPT BLDG,16 SIDLAW RD,38760,,,,,,,,,,,
,1806332050,OTHER EXEMPT BLDG,780 AMERICAN LEGION HW,48462,,,,,,,,,,,
,502873000,OTHER EXEMPT BLDG,64 MARLBOROUGH ST,35776,,,,,,,,,,,
,2203801000,OTHER EXEMPT BLDG,615 WASHINGTON ST,1775,,,,,,,,,,,
,306175000,OTHER EXEMPT BLDG,120 SHAWMUT AV,36446,,,,,,,,,,,
,304878000,OTHER EXEMPT BLDG,    BUMSTEAD CT,75319,,,,,,,,,,,
,1502977000,OTHER EXEMPT BLDG,413 419 COLUMBIA RD,38796,,,,,,,,,,,
,1201200000,OTHER EXEMPT BLDG,115 WARREN ST,67678,,,,,,,,,,,
,1000012000,OTHER EXEMPT BLDG,1545 -1565 TREMONT ST,90000,,,,,,,,,,,
,2003228000,OTHER EXEMPT BLDG,2222 CENTRE ST,71736,,,,,,,,,,,
,306557000,OTHER EXEMPT BLDG,363 ALBANY ST,42331,,,,,,,,,,,
,503917000,OTHER EXEMPT BLDG,20 CHARLESGATE WEST  ,58320,,,,,,,,,,,
,2002296000,OTHER EXEMPT BLDG,15 BELLEVUE ST,35998,,,,,,,,,,,
,1602324000,OTHER EXEMPT BLDG,21 QUEEN ST,66449,,,,,,,,,,,
,1703981000,OTHER EXEMPT BLDG,1135 MORTON ST,64916,,,,,,,,,,,
,504197000,PARKING GARAGE,49 67 LANSDOWNE ST,49850,,,,,,,,,,,
,901352010,PARKING GARAGE,1125 TREMONT ST,337570,,,,,,,,,,,
,504294000,PARKING GARAGE,59 75 QUEENSBERRY ST,50600,,,,,,,,,,,
,203510100,PARKING GARAGE,    THIRTEENTH ST,617004,,,,,,,,,,,
,304960000,PARKING GARAGE,40 14 BEACH ST,161766,,,,,,,,,,,
,303409000,PARKING GARAGE,20 30 CLINTON ST,264462,,,,,,,,,,,
,601166070,PARKING GARAGE,10 NECCO ST,160180,,,,,,,,,,,
,1102894003,PARKING LOT,    WASHINGTON ST,,,,,,,,,,,,
,2007835010,PRIV SCHOOL /COLLEGE,235 Baker St,115714,,,,,,,,,,,
,401997000,PRIV SCHOOL /COLLEGE,103 117 PILGRIM RD,117522,,,,,,,,,,,
,2205268070,PRIV SCHOOL /COLLEGE,117 -127 LAKE ST,83600,,,,,,,,,,,
,2205268050,PRIV SCHOOL /COLLEGE,    LAKE ST,58444,,,,,,,,,,,
