Property Name,Tax Parcel,Property Type,Address,Gross Area (sq ft),Property Uses,Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",ENERGY STAR Score,Onsite Renewable (kWh)
Wardman,"1101661000, 1101662000, 1101663000, 1101664000, 1101665000",Multifamily Housing,19 Wardman Road,80055,Multifamily Housing,6444819.3,0.231629054,0.768370961,,,,,,48,
Warehouse,1101222000,College/University,76 Atherton Street,140197,College/University,7110864.7,0.117505358,0.882494642,,,,,,,
Warehouse,1102897010,Office,3368 Washington St,37718,Office,1826842.7,0.268723465,0.731276535,,,,,,87,
Warren Alpert (WAB),401882000,College/University,200 Longwood Ave,199440,"College/University, Parking",90311116.2,0.251075745,0.002398376,0.476120181,,,0.270405698,,,
WARREN PRESCOTT,200276000,K-12 School,50 School St.,59330,K-12 School,3420203.3,0.143223153,0.856776847,,,,,,80,
Washington Associates LLC: 116 Washington Street,2101900000,Multifamily Housing,116 Washington Street,22400,Multifamily Housing,2615612.1,0.11956555,,,0.88043445,,,,64,
Washington Beech - 4560 WASHINGTON ST,1806017110,Multifamily Housing,4560 WASHINGTON ST,79766,Multifamily Housing,3300978.5,0.365209377,0.634790623,,,,,,92,
Washington Columbia I,"1400707000, 1400078000, 1400079000, 1400080000, 1400766000, 1401067000, 1401068000",Multifamily Housing,180 Columbia Road,70252,Multifamily Housing,4557651.8,0.198048872,0.801951128,,,,,,71,
Washington Columbia II,"1400833000, 1400841000, 1400841001, 1400842000, 1400843000, 1400844000, 1400845000, 1400875000",Multifamily Housing,95 Washington Street,59859,Multifamily Housing,4790406.6,0.184878378,0.815121643,,,,,,51,
Washington Heights Apartments (Washow),2101844000,Multifamily Housing,127-135 Washington Street,70955,"Multifamily Housing, Parking",8070353.5,0.094856204,0.905143796,,,,,,2,
Washington Jewelers Building,304734000,Office,373-387 Washington St.,118094,"Office, Retail Store",13290563.3,0.64977282,0.005553294,,0.344673878,,,,,
Washington Park-1201990000,"1201990000, 1101567000, 1101568000, 1101570000, 1101583000, 1101584000, 1101585000, 1101586000, 1101587000, 1201743000, 1201744000, 1101566000",Multifamily Housing,25-33 Wyoming Street,52416,Multifamily Housing,4248814.9,0.209599411,0.790400613,,,,,,29,
Washington Square Condominium,2101724000,Multifamily Housing,"309 -  313 Allston St., and 1560 - 1576 Commonwealth Ave.",154240,Multifamily Housing,12394228,0.114062046,0.009218702,,0.876719244,,,,66,
Washington Square Condominium,2101724000,Multifamily Housing,"309 -  313 Allston St., and 1560 - 1576 Commonwealth Ave.",154240,Multifamily Housing,4948769,0.285418273,0.714581748,,,,,,100,
Washington Street Boston LP,304486000,Office,600 Washington Street,251464,"Office, Other",23752126.9,0.428640544,0.010728155,,0.560631301,,,,73,
Waterford Place,306150000,Multifamily Housing,180 Shawmut Ave,46457,"Multifamily Housing, Parking",3760940.7,0.288491361,0.711508639,,,,,,71,
Watermark Seaport - Greystar,602640060,Multifamily Housing,85 SEAPORT BLVD,222392,Multifamily Housing,17469805.5,0.479142043,0.520857957,,,,,,58,
Waterside Place,602678015,Multifamily Housing,505 Congress Street,306021,"Multifamily Housing, Parking, Retail Store",10798338.3,0.851158932,,,,,,,89,
Waterview - 1350 Columbia Rd,701436000,Multifamily Housing,1350 Columbia Rd,41739,Multifamily Housing,2733270,0.24120193,0.75879807,,,,,,71,
Waterworks (Watermark): 2400 Beacon Street,2102439200,Multifamily Housing,2400 Beacon Street,187885,Multifamily Housing,7552165.1,0.440069736,0.559930264,,,,,,91,
Waterworks (Whitehall): 2420 Beacon Street,2102439060,Multifamily Housing,2420 Beacon Street,61123,Multifamily Housing,2235401.2,0.424622345,0.57537761,,,,,,95,
Waverly,2200716000,Multifamily Housing,9 Bronsdon Street,96236,Multifamily Housing,9017442.5,0.224104373,0.775895627,,,,,,20,
Wayne at Franklin Hill: Wayne at Franklin Hill,1404338000,Multifamily Housing,140 American Legion Highway,78266,Multifamily Housing,5690035.1,0.200794069,0.799205931,,,,,,69,
WBZ TV,2200551000,Other,1170 Soldiers Field Road,97056,"Other, Parking",18078330.2,0.636528854,0.363471146,,,,,,,
Weld Hill Research and Admin Building,2005207000,College/University,1300 Centre Street,40000,College/University,6792580.6,1,0,,,,,,,
Wentworth Institute of Technology,"401810000, 401833000, 401811000, 401812000, 401814000, 401815000, 401816000, 401817000, 401819000, 401822000, 401826000, 401830000, 401831000, 401832000, 402024000, 402025000, 402031000, 402037001, 402038000, 402044000, 402045000, 902907000",College/University,550 Huntington Ave.,1426981,"College/University, Parking",128188460,0.299789751,0.700210249,,,,,,,
West End Apartments - 19155,300449000,Multifamily Housing,4 Emerson Place,371580,"Multifamily Housing, Parking",29988401,0.480725905,0.519274095,,,,,,21,
West End Branch,300656000,Library,151 Cambridge St,12562,Library,746034,0.403517802,0.596482198,,,,,,,
West End Place,"300471004, 300471002, 300471000",Multifamily Housing,150 Staniford Street,253957,"Multifamily Housing, Parking, Retail Store",14935676.4,0.309825961,0.690174045,,,,,,87,
West Fenway Elderly Housing: 110 Peterborough St,2100033000,Multifamily Housing,110 Peterborough St,40752,Multifamily Housing,2174996.1,0.289154587,0.710845413,,,,,,94,
West Roxbury Branch,2006569000,Library,1961 Centre St,23193,Library,1322665.6,0.25732551,0.742674566,,,,,,,
WEST ROXBURY HS,2008982000,K-12 School,1205 VFW PKWY,227030,"K-12 School, Swimming Pool",18391880.2,0.183219941,0.816780059,,,,,,55,
West Square,601509010,Multifamily Housing,320 D St,351089,Multifamily Housing,10923007.2,0.445866904,0.554133096,,,,,,99,
West Street,304818000,Office,33 and 41 West Street,35138,Office,1086595084,0.000878071,,0.999121929,,,,,1,
Westin Boston Waterfront Hotel,602805010,Hotel,425 Summer Street,695000,"Hotel, Parking, Swimming Pool",79517601.5,0.44272501,0.55727499,,,,,,46,
Westland (ws237),401521000,Multifamily Housing,16 Westland Ave,35800,"Multifamily Housing, Parking",2707190.2,0.13559823,0.864401733,,,,,,94,
Westland Ave Apartments,401512000,Multifamily Housing,65 Westland Ave,114949,Multifamily Housing,6153846.8,0.272837618,0.727162382,,,,,,84,
Westland Ave Garage,401460000,Supermarket/Grocery Store,35 Westland Ave,18175,"Parking, Supermarket/Grocery Store",8137109.1,0.621401156,0.378598844,,,,,,8,
Westminster Court,1101702000,Multifamily Housing,30 Westminster Avenue,61176,"Multifamily Housing, Parking",5051252.3,0.183354591,0.816645409,,,,,,57,
Westside Crossing,601520004,Multifamily Housing,339 D St,41760,Multifamily Housing,939989.3,0.512760411,0.487239589,,,,,,100,
WHEATLEY,1200044000,K-12 School,20 Kearsarge Ave.,55351,K-12 School,2741843.5,0.22996225,0.77003775,,,,,,83,
Whittier Place Condominium,300450000,Multifamily Housing,6 Whittier Place,696351,Multifamily Housing,36510660.3,0.282141411,0.717858589,,,,,,86,
Wilder Gardens,1400731000,Multifamily Housing,36 Bishop Joe L. Smith Way,70756,Multifamily Housing,4598410.2,0.258816232,0.741183768,,,,,,89,
Wilder House,2200530000,Office,680 Soldiers Field Road,6377,Office,386298.2,0.171893371,,0.828106629,,,,,94,
Wilkes Passage Condominium Trust,306010010,Multifamily Housing,1313 Washington Street,370000,"Multifamily Housing, Other, Parking",13952822.8,0.449179746,0.550820254,,,,,,99,
Wilkes Passage Lofts Condominium,306010010,Multifamily Housing,1313 Washington Street,268250,"Multifamily Housing, Parking",13953532.4,0.449207758,0.550792242,,,,,,91,
William J. Devine Golf Course,1203486000,Other - Recreation,1 Circuit Drive,14000,Other - Recreation,2423862.7,0.226314675,0.449076592,,0.324608733,,,,,
WILSON,1704353000,K-12 School,18 Croftland Ave,97130,K-12 School,6175903.3,0.152827879,0.847172121,,,,,,72,
Windsor Place Condominium,503810000,Multifamily Housing,"388, 390 and 396 Commonwealth Avenue",120295,"Multifamily Housing, Office",8876950.7,0.35303232,0.646967669,,,,,,65,
Winhall Liberty LLC,303877000,Office,87 Kilby Street,67609,Office,106689.4,1,,,,,,,,
WINSHIP,2204864000,K-12 School,54 Dighton St.,41016,K-12 School,2572943.8,0.1863181,0.8136819,,,,,,70,
WINTHROP,1300476000,K-12 School,35 Brookford St.,43456,K-12 School,2666823.4,0.157944992,0.842055008,,,,,,74,
Women's Shelter / Temporary Home,302644000,Residence Hall/Dormitory,41 New Chardon St,32000,Residence Hall/Dormitory,22254.8,1,,,,,,,100,
Woodbourne Apartments,1904952000,Multifamily Housing, 6 Southbourne Rd,49064,Multifamily Housing,4301899.2,0.254618077,0.745381947,,,,,,39,
World Trade Center East-Boston,602679035,Office,2 Seaport Lane,520595,Office,31970912.2,1,,,,,,,65,
World Trade Center West,602677010,Office,155 Seaport Boulevard,605173,Office,49250216.7,0.94772891,0.05227109,,,,,,41,
Wyndham Boston Beacon Hill,300660002,Hotel,5 Blossom Street,224602,"Hotel, Swimming Pool",17799056.5,0.500128824,0.499871176,,,,,,81,
Wyss Hall,2200530000,Office,710 Soldiers Field Road,6290,Office,388108.4,0.549563472,,0.450436528,,,,,83,
XII Stoneholm Condominium Trust,401404000,Multifamily Housing,12 Stoneholm St,118301,Multifamily Housing,3862701.5,1,,,,,,,94,
YMCA of Greater Boston - Constitution Inn,"203511300, 203511301",Hotel,150 Second Avenue,111388,"Hotel, Swimming Pool",27744962.3,0.112303234,0.887696766,,,,,,2,
YMCA of Greater Boston - Huntington,"402245042, 402245045, 402245044",Fitness Center/Health Club/Gym,316 Huntington Avenue,100961,"Fitness Center/Health Club/Gym, Swimming Pool",19639048.2,0.259570212,0.740429788,,,,,,,
YMCA of Greater Boston - Oak Square,2203801000,Fitness Center/Health Club/Gym,615 Washington Street,38813,"Fitness Center/Health Club/Gym, Swimming Pool",12103987.3,0.213540136,0.786459864,,,,,,,
YMCA of Greater Boston - Parkway,2002296000,Fitness Center/Health Club/Gym,1972 Centre St,35998,"Fitness Center/Health Club/Gym, Swimming Pool",10929362,0.231594927,0.768405073,,,,,,,
Zelma Lacey Assisted Living: 9 West School St,202350000,Multifamily Housing,9 W School St,39384,Multifamily Housing,3649026.6,0.379149744,0.620850229,,,,,,20,
,2102440001,HOTEL/LODGING,381-399 Chestnut Hill Ave,170000,,,,,,,,,,,
,1201895000,SCHOOL,435 WARREN ST,40745,,,,,,,,,,,
,1812142000,APT 7-30 UNITS,1582 RIVER ST,52000,,,,,,,,,,,
,2100704010,Multiple use Property ,442 CAMBRIDGE ST,61448,,,,,,,,,,,
,600301000,CONDO MAIN,152 156 W BROADWAY,1,,,,,,,,,,,
,601233000,CONDO MAIN,45 W THIRD ST,1,,,,,,,,,,,
,2102015000,CONDO MAIN,1650 COMMONWEALTH AV,1,,,,,,,,,,,
,2201886010,SHOWROOM (AUTO),61 N BEACON ST,73000,,,,,,,,,,,
,602674085,NEW MANUFACTURING,25 FID KENNEDY DR,157000,,,,,,,,,,,
,2009227000,MINI-STORAGE WHSE,99 RIVERMOOR ST,154376,,,,,,,,,,,
,103859000,CONDO MAIN,70 BREMEN ST,1,,,,,,,,,,,
,2205550001,CONDO MAIN,99 219 LAKE SHORE RD,332489,,,,,,,,,,,
,2205126010,CONDO MAIN,163 -165 CHESTNUT HILL AV,44902,,,,,,,,,,,
,2205081000,CONDO MAIN,1997 2003 COMMONWEALTH AV,67979,,,,,,,,,,,
,2204946000,CONDO MAIN,99 111 CHESTNUT HILL AV,50390,,,,,,,,,,,
,2204704000,COM MULTI-USE,200 206 LAKE ST,164460,,,,,,,,,,,
,2204563000,CONDO MAIN,112 135 HUNTINGTON RD,38957,,,,,,,,,,,
,2203713000,CONDO MAIN,121 TREMONT ST,66934,,,,,,,,,,,
,2203688000,RELIGIOUS ORGANIZATN,676 -682 WASHINGTON ST,40497,,,,,,,,,,,
,2203429010,CONDO MAIN,140 -188 NEWTON ST,64675,,,,,,,,,,,
,2203428000,LIGHT MFG / R & D,145 NEWTON ST,115988,,,,,,,,,,,
,2202671010,REPAIR GARAGE,17 -35 ELECTRIC AV,41966,,,,,,,,,,,
,2202497000,"CHURCH, SYNAGOGUE",    LEICESTER ST,65040,,,,,,,,,,,
,2202496000,"CHURCH, SYNAGOGUE",    ARLINGTON ST,37650,,,,,,,,,,,
,2202435001,RES/COMMERCIAL USE,371 385 MARKET ST,90301,,,,,,,,,,,
,2201907000,CONDO MAIN,15 GUEST ST,126538,,,,,,,,,,,
,2201906010,CONDO MAIN,20 GUEST ST,0,,,,,,,,,,,
,2201905100,OFFICE BUILDING,80 GUEST ST,416359,,,,,,,,,,,
,2201887000,SHOWROOM,75 95 N BEACON ST,40620,,,,,,,,,,,
,2201872000,OFFICE 1-2 STORY,42 38 EVERETT ST,50592,,,,,,,,,,,
,2201871000,RETAIL USE,52 EVERETT ST,65013,,,,,,,,,,,
,2201865000,RES/COMMERCIAL USE,61 BRAINTREE ST,81948,,,,,,,,,,,
,2201177000,"CHURCH, SYNAGOGUE",    HOLTON ST,46686,,,,,,,,,,,
,2200863030,SUPERMARKET,304 - 380 WESTERN AV,60750,,,,,,,,,,,
,2200572000,MEDICAL OFFICE,495 WESTERN AV,47362,,,,,,,,,,,
,2101838000,HOSPITAL,55 77 WARREN ST,4240,,,,,,,,,,,
,2102649000,CONDO MAIN,1691 COMMONWEALTH AV,0,,,,,,,,,,,
,2102533000,OTHER EXEMPT BLDG,16 SIDLAW RD,38760,,,,,,,,,,,
,2102478000,CONDO MAIN,1945 1949 COMMONWEALTH AV,48655,,,,,,,,,,,
,2102476000,CONDO MAIN,1933 COMMONWEALTH AV,54305,,,,,,,,,,,
,2102467000,CONDO MAIN,1992 1982 COMMONWEALTH AV,45609,,,,,,,,,,,
,2102396000,RES/COMMERCIAL USE,1928 1960 BEACON ST,44108,,,,,,,,,,,
,2102352000,CONDO MAIN,6 2 SUTHERLAND RD,80322,,,,,,,,,,,
,1200500000,APT SUBSIDIZED HOUSING,55 73 KENSINGTON PK,7440,,,,,,,,,,,
,2102180000,CONDO MAIN,132 116 SUTHERLAND RD,79883,,,,,,,,,,,
,2102168001,ELDERLY HOME,50 SUTHERLAND RD,105000,,,,,,,,,,,
,2102144000,CONDO MAIN,65 STRATHMORE RD,0,,,,,,,,,,,
,2102094000,OFFICE/INDUSTRIAL USE,1686 COMMONWEALTH AV,43662,,,,,,,,,,,
,2101992000,CONDO MAIN,25 39 MT HOOD RD,37293,,,,,,,,,,,
,2101986000,CONDO MAIN,41 67 COLBORNE RD,72690,,,,,,,,,,,
,800866010,CHARITABLE ORGANIZTN,68 -80 HAMPDEN ST,8968,,,,,,,,,,,
,2101830005,RES/COMMERCIAL USE,1505 COMMONWEALTH AV,63504,,,,,,,,,,,
,2010643010,SHOWROOM,1525 - 160 VFW PW,9480,,,,,,,,,,,
,2101770000,CONDO MAIN,1488 1476 COMMONWEALTH AV,43598,,,,,,,,,,,
,2101594000,RES/COMMERCIAL USE,1106 1110 COMMONWEALTH AV,71756,,,,,,,,,,,
,2101569000,RES/COMMERCIAL USE,204 202 HARVARD AV,39520,,,,,,,,,,,
,2101540000,HEALTH CLUB,16 12 GRIGGS ST,47880,,,,,,,,,,,
,2101539000,CONDO MAIN,59 BRAINERD RD,55142,,,,,,,,,,,
,2101515000,CONDO MAIN,85 BRAINERD RD,95125,,,,,,,,,,,
,801374000,CONDO MAIN,10 ST GEORGE ST,11103,,,,,,,,,,,
,2101414000,CONDO MAIN,1408 1394 COMMONWEALTH AV,44464,,,,,,,,,,,
,2101375100,OTHER EXEMPT BLDG,    N BEACON ST,79316,,,,,,,,,,,
,2101294000,CONDO MAIN,533 CAMBRIDGE ST,42994,,,,,,,,,,,
,2101101001,OTHER EXEMPT BLDG,    ALLSTON ST,72924,,,,,,,,,,,
,2101072000,APT SUBSIDIZED HOUSING,10 LONG AV,64056,,,,,,,,,,,
,2101071000,APT SUBSIDIZED HOUSING,114 GLENVILLE AV,64056,,,,,,,,,,,
,2101070000,APT SUBSIDIZED HOUSING,118 GLENVILLE AV,64056,,,,,,,,,,,
,1404238300,EXEMPT 121A PROPERTY,33543 FERMOY HEIGHTS AV,11485,,,,,,,,,,,
,2100873000,CONDO MAIN,10 32A GLENVILLE AV,50865,,,,,,,,,,,
,2100760000,RES/COMMERCIAL USE,48 BRIGHTON AV,38274,,,,,,,,,,,
,2100749000,RES/COMMERCIAL USE,1125 COMMONWEALTH AV,71440,,,,,,,,,,,
,2100745000,RETAIL/OFFICE,32 4 BRIGHTON AV,116304,,,,,,,,,,,
,2100675010,COM MULTI-USE,334 362 CAMBRIDGE ST,53475,,,,,,,,,,,
,2100558000,SUPERMARKET,1 7 BRIGHTON AV,60180,,,,,,,,,,,
,2100472000,Apartment,1047  COMMONWEALTH AV,105000,,,,,,,,,,,
,2100469000,RES/COMMERCIAL USE,1027 -1033 COMMONWEALTH AV,43929,,,,,,,,,,,
,2100465000,COM MULTI-USE,20 14 LINDEN ST,60000,,,,,,,,,,,
,1704048010,APT 31-99 UNITS,40 RIVER ST,12698,,,,,,,,,,,
,2100170000,APT 31-99 UNITS,829 833 BEACON ST,50634,,,,,,,,,,,
,2100115000,PARKING GARAGE,146 142 ST MARYS ST,47904,,,,,,,,,,,
,2100065000,RES/COMMERCIAL USE,61 -65 BROOKLINE AV,95325,,,,,,,,,,,
,2100044000,CONDO MAIN,137 PETERBOROUGH ST,0,,,,,,,,,,,
,2012245000,CONDO MAIN,5050 WASHINGTON ST,46620,,,,,,,,,,,
,2011957010,CONDO MAIN,5170 WASHINGTON ST,56787,,,,,,,,,,,
,2011354000,CONDO MAIN,95 99 GROVE ST,49515,,,,,,,,,,,
,2010652000,RETAIL/OFFICE,1580 VFW PW,215764,,,,,,,,,,,
,2010343000,CONDO MAIN,5 17 CASS ST,48276,,,,,,,,,,,
,2009228010,LIGHT MFG / R & D,225 RIVERMOOR ST,125072,,,,,,,,,,,
,2009216001,CONDO MAIN,1210 1218 VFW PW,64587,,,,,,,,,,,
,2009215001,RETAIL STORE,1230 VFW PW,55723,,,,,,,,,,,
,2009180010,OFFICE 3-9 STORY,    VFW PW,37680,,,,,,,,,,,
,2009158010,NURSING HOME,1190 VFW  PW,44064,,,,,,,,,,,
,2009063010,CONDO MAIN,990 - 1100 VFW PW,42234,,,,,,,,,,,
,2008904000,SUPERMARKET,77 SPRING ST,54928,,,,,,,,,,,
,2008448000,CONDO MAIN,293 297 TEMPLE ST,38106,,,,,,,,,,,
,2007835010,CONDO MAIN,1100 1400 LAGRANGE ST,74708,,,,,,,,,,,
,2007504000,CONDO MAIN,923 -955 LAGRANGE ST,42621,,,,,,,,,,,
,2007013500,CONDO MAIN,44 BROADLAWN PK,126891,,,,,,,,,,,
,2007012000,CONDO MAIN,46 20 WESTGATE RD,90110,,,,,,,,,,,
,2007011200,CONDO MAIN,48 22 BRYON RD,111490,,,,,,,,,,,
,2005206000,REHAB/COVALES FACILITY,1200 CENTRE ST,156310,,,,,,,,,,,
,2003601001,OTHER EXEMPT BLDG,5 15 VFW PW,64619,,,,,,,,,,,
,2003472000,OTHER EXEMPT BLDG,30 40 ST THERESA AV,84180,,,,,,,,,,,
,2003409000,OTHER EXEMPT BLDG,2092 CENTRE ST,39250,,,,,,,,,,,
,2003228000,OTHER EXEMPT BLDG,2222 CENTRE ST,71736,,,,,,,,,,,
,2002929000,CONDO MAIN,4925 WASHINGTON ST,59821,,,,,,,,,,,
,2000244000,OTHER EXEMPT BLDG,2 8 ROBERT ST,52042,,,,,,,,,,,
,104482000,RES/COMMERCIAL USE,72 74 MARGINAL ST,16198,,,,,,,,,,,
,1903232000,APT 100+ UNITS,84 166 FAWNDALE RD,50370,,,,,,,,,,,
,1902878000,INDUSTRIAL LOFT,22 18 ARBORETUM RD,42888,,,,,,,,,,,
,1902719000,OTHER EXEMPT BLDG,1125 CENTRE ST,38740,,,,,,,,,,,
,1902456000,COLLEGE,420 414 POND ST,126968,,,,,,,,,,,
,1902203000,SCHOOL,262 PRINCE ST,57454,,,,,,,,,,,
,1902190000,CONDO MAIN,175 309 PERKINS ST,315739,,,,,,,,,,,
,1902014000,CONDO MAIN,7 33 LAKEVILLE RD,93856,,,,,,,,,,,
,1901974000,COM MULTI-USE,539 551 CENTRE ST,124300,,,,,,,,,,,
,1901237000,CONDO MAIN,76 ELM ST,67400,,,,,,,,,,,
,1900926000,HOSPITAL,49 ROBINWOOD AV,57005,,,,,,,,,,,
,1812984000,OFFICE/INDUSTRIAL USE,101 SPRAGUE ST,76000,,,,,,,,,,,
,1812983001,RECREATION BUILDING,91 SPRAGUE ST,51428,,,,,,,,,,,
,1812981000,WAREHOUSE,65 SPRAGUE ST,256346,,,,,,,,,,,
,1812152050,CONDO MAIN,1 WESTINGHOUSE PZ,0,,,,,,,,,,,
,1811887000,WAREHOUSE,100 104 BUSINESS ST,88460,,,,,,,,,,,
,1811886000,WAREHOUSE,161 RESERVATION RD,45848,,,,,,,,,,,
,1810585001,RETAIL/OFFICE,691 695 TRUMAN HW,37230,,,,,,,,,,,
,1809855010,SUPERMARKET,1025 TRUMAN HW,54398,,,,,,,,,,,
,2009180050,OFFICE 1-2 STORY,VFW PW,17276,,,,,,,,,,,
,1809650020,WAREHOUSE,200 240 MEADOW RD,194630,,,,,,,,,,,
,1809452001,OLD MANUFACTURING,1725 HYDE PARK AV,46700,,,,,,,,,,,
